team_name,date,tmax,tmin,tdmean,tmean,heat_index
Washington Nationals,2015-04-02,15.289999961853027,3.3299999237060547,-2.1500000953674316,9.309999942779541,7.47
New York Mets,2015-04-02,10.600000381469727,1.2999999523162842,-8.489999771118164,5.950000166893005,3.51
New York Yankees,2015-04-02,10.640000343322754,1.2300000190734863,-8.539999961853027,5.93500018119812,3.49
Philadelphia Phillies,2015-04-02,13.300000190734863,0.9900000095367432,-4.679999828338623,7.145000100135803,5.04
Baltimore Orioles,2015-04-02,13.979999542236328,3.3499999046325684,-3.880000114440918,8.664999723434448,6.67
Boston Red Sox,2015-04-02,7.980000019073486,-2.799999952316284,-13,2.590000033378601,2.59
Minnesota Twins,2015-04-03,17.829999923706055,-2.140000104904175,-4.579999923706055,7.84499990940094,5.77
Seattle Mariners,2015-04-03,13.5,6.389999866485596,3.1600000858306885,9.944999933242798,8.64
San Francisco Giants,2015-04-03,17.920000076293945,9.890000343322754,3.1700000762939453,13.90500020980835,12.62
Oakland Athletics,2015-04-03,19.950000762939453,8.350000381469727,2.509999990463257,14.15000057220459,12.81
Los Angeles Dodgers,2015-04-03,25.100000381469727,11.920000076293945,4.460000038146973,18.510000228881836,17.45
San Diego Padres,2015-04-03,20.520000457763672,14.020000457763672,10.420000076293945,17.270000457763672,16.73
Los Angeles Angels of Anaheim,2015-04-03,24.100000381469727,11.710000038146973,6.929999828338623,17.90500020980835,17.03
Houston Astros,2015-04-03,28.329999923706055,22.100000381469727,19.93000030517578,25.21500015258789,25.69
Texas Rangers,2015-04-03,29.200000762939453,19.770000457763672,18.219999313354492,24.485000610351563,24.77
Arizona Diamondbacks,2015-04-03,30.219999313354492,15.3100004196167,-4.949999809265137,22.764999866485596,21.5
Colorado Rockies,2015-04-03,8.029999732971191,-2.4000000953674316,-0.7699999809265137,2.81499981880188,2.82
Kansas City Royals,2015-04-03,21.860000610351563,8.760000228881836,7.610000133514404,15.3100004196167,14.47
St. Louis Cardinals,2015-04-03,23.040000915527344,12.369999885559082,13.819999694824219,17.705000400543213,17.57
Milwaukee Brewers,2015-04-03,17.709999084472656,6.670000076293945,-0.009999999776482582,12.1899995803833,10.6
Chicago White Sox,2015-04-03,18.229999542236328,7.670000076293945,5.320000171661377,12.949999809265137,11.87
Chicago Cubs,2015-04-03,18.1200008392334,7.619999885559082,4.889999866485596,12.87000036239624,11.75
Cleveland Indians,2015-04-03,18.90999984741211,6.25,6.920000076293945,12.579999923706055,11.68
Pittsburgh Pirates,2015-04-03,19.899999618530273,3.4100000858306885,8.199999809265137,11.654999852180481,10.95
Detroit Tigers,2015-04-03,15.800000190734863,5.380000114440918,7.25,10.59000015258789,9.79
Cincinnati Reds,2015-04-03,18.920000076293945,9.270000457763672,12.869999885559082,14.095000267028809,13.97
Tampa Bay Rays,2015-04-03,27.31999969482422,19.549999237060547,18.040000915527344,23.434999465942383,23.71
Miami Marlins,2015-04-03,27.389999389648438,19.479999542236328,16.06999969482422,23.434999465942383,23.49
Atlanta Braves,2015-04-03,22.920000076293945,12.260000228881836,13.9399995803833,17.59000015258789,17.47
Washington Nationals,2015-04-03,22.3700008392334,8.010000228881836,4.460000038146973,15.190000534057617,14.04
New York Mets,2015-04-03,16.6299991607666,7.949999809265137,0.6100000143051147,12.28999948501587,10.75
New York Yankees,2015-04-03,17.81999969482422,7.78000020980835,0.38999998569488525,12.799999952316284,11.25
Philadelphia Phillies,2015-04-03,18.100000381469727,6.449999809265137,1.649999976158142,12.275000095367432,10.83
Baltimore Orioles,2015-04-03,19.899999618530273,7.699999809265137,2.9200000762939453,13.799999713897705,12.49
Boston Red Sox,2015-04-03,15.220000267028809,0.699999988079071,-1.4500000476837158,7.96000012755394,6.16
Minnesota Twins,2015-04-04,5.650000095367432,-2.2200000286102295,-10.670000076293945,1.715000033378601,1.72
Seattle Mariners,2015-04-04,11.680000305175781,5.119999885559082,3.119999885559082,8.400000095367432,7.11
San Francisco Giants,2015-04-04,18.299999237060547,9.079999923706055,5.769999980926514,13.6899995803833,12.66
Oakland Athletics,2015-04-04,19.6299991607666,7.170000076293945,4.960000038146973,13.399999618530273,12.28
Los Angeles Dodgers,2015-04-04,31.049999237060547,13.380000114440918,-3.259999990463257,22.214999675750732,20.96
San Diego Padres,2015-04-04,27.93000030517578,12.9399995803833,5.360000133514404,20.43499994277954,19.51
Los Angeles Angels of Anaheim,2015-04-04,30.510000228881836,13.149999618530273,-1.840000033378601,21.829999923706055,20.6
Houston Astros,2015-04-04,27.790000915527344,19.110000610351563,18.25,23.450000762939453,23.75
Texas Rangers,2015-04-04,22.3799991607666,10.079999923706055,7.550000190734863,16.229999542236328,15.39
Arizona Diamondbacks,2015-04-04,29.25,15.279999732971191,-8.510000228881836,22.264999866485596,20.86
Colorado Rockies,2015-04-04,11.170000076293945,-2.75,-5,4.210000038146973,4.21
Kansas City Royals,2015-04-04,11.15999984741211,-0.5199999809265137,-1.309999942779541,5.319999933242798,3.55
St. Louis Cardinals,2015-04-04,13.289999961853027,0.8100000023841858,1.0199999809265137,7.049999982118607,5.53
Milwaukee Brewers,2015-04-04,9.520000457763672,-3.819999933242798,-4.349999904632568,2.850000262260437,2.85
Chicago White Sox,2015-04-04,11,-0.7400000095367432,-3.1700000762939453,5.129999995231628,3.14
Chicago Cubs,2015-04-04,10.760000228881836,-1.2400000095367432,-2.869999885559082,4.760000109672546,2.81
Cleveland Indians,2015-04-04,13.069999694824219,-0.7300000190734863,2.930000066757202,6.169999837875366,4.93
Pittsburgh Pirates,2015-04-04,16.860000610351563,2.930000066757202,6.820000171661377,9.895000338554382,9.06
Detroit Tigers,2015-04-04,13.90999984741211,-3.4100000858306885,-0.009999999776482582,5.2499998807907104,3.64
Cincinnati Reds,2015-04-04,18.260000228881836,1.1399999856948853,6.670000076293945,9.70000010728836,8.86
Tampa Bay Rays,2015-04-04,27.450000762939453,19.690000534057617,17.299999237060547,23.570000648498535,23.76
Miami Marlins,2015-04-04,27.719999313354492,20.209999084472656,16.3799991607666,23.964999198913574,24.05
Atlanta Braves,2015-04-04,27.889999389648438,11.399999618530273,10.75,19.644999504089355,19.14
Washington Nationals,2015-04-04,21.790000915527344,12.220000267028809,12.350000381469727,17.005000591278076,16.7
New York Mets,2015-04-04,16.5,8.449999809265137,9.619999885559082,12.474999904632568,11.94
New York Yankees,2015-04-04,17.100000381469727,8.800000190734863,10.4399995803833,12.950000286102295,12.52
Philadelphia Phillies,2015-04-04,17.690000534057617,10.640000343322754,12.260000228881836,14.165000438690186,13.95
Baltimore Orioles,2015-04-04,20.190000534057617,11.260000228881836,11.539999961853027,15.725000381469727,15.35
Boston Red Sox,2015-04-04,14.699999809265137,7.75,7.230000019073486,11.224999904632568,10.4
Minnesota Twins,2015-04-05,11.069999694824219,0.38999998569488525,-5.03000020980835,5.729999840259552,3.56
Seattle Mariners,2015-04-05,13.510000228881836,4.099999904632568,0.6499999761581421,8.805000066757202,7.23
San Francisco Giants,2015-04-05,14.489999771118164,9.15999984741211,5.25,11.824999809265137,10.74
Oakland Athletics,2015-04-05,17.229999542236328,7.139999866485596,4.599999904632568,12.184999704360962,11.03
Los Angeles Dodgers,2015-04-05,29.649999618530273,13.510000228881836,1.4199999570846558,21.579999923706055,20.48
San Diego Padres,2015-04-05,23.770000457763672,12.970000267028809,10.329999923706055,18.37000036239624,17.82
Los Angeles Angels of Anaheim,2015-04-05,28.540000915527344,11.920000076293945,3.4100000858306885,20.230000495910645,19.17
Houston Astros,2015-04-05,23.25,17.059999465942383,11.0600004196167,20.15499973297119,19.69
Texas Rangers,2015-04-05,20.68000030517578,9.989999771118164,3.630000114440918,15.335000038146973,14.12
Arizona Diamondbacks,2015-04-05,31.280000686645508,15.40999984741211,-6.900000095367432,23.34500026702881,22.07
Colorado Rockies,2015-04-05,19.65999984741211,-1.5800000429153442,-6.989999771118164,9.039999902248383,6.83
Kansas City Royals,2015-04-05,17.18000030517578,0.1599999964237213,-3.7200000286102295,8.670000150799751,6.69
St. Louis Cardinals,2015-04-05,15.779999732971191,2.0299999713897705,-3.109999895095825,8.904999852180481,6.97
Milwaukee Brewers,2015-04-05,14.079999923706055,-0.7900000214576721,-6.309999942779541,6.644999951124191,4.39
Chicago White Sox,2015-04-05,14.819999694824219,1.4700000286102295,-6.110000133514404,8.144999861717224,5.96
Chicago Cubs,2015-04-05,14.329999923706055,1.5499999523162842,-5.329999923706055,7.939999938011169,5.8
Cleveland Indians,2015-04-05,8.859999656677246,-0.7300000190734863,-4.150000095367432,4.06499981880188,4.07
Pittsburgh Pirates,2015-04-05,9.1899995803833,1.7000000476837158,-5.949999809265137,5.444999814033508,3.19
Detroit Tigers,2015-04-05,11.359999656677246,-0.8999999761581421,-5.809999942779541,5.229999840259552,2.99
Cincinnati Reds,2015-04-05,12.520000457763672,0.41999998688697815,-2.299999952316284,6.470000222325325,4.58
Tampa Bay Rays,2015-04-05,27.399999618530273,20.709999084472656,17.110000610351563,24.054999351501465,24.22
Miami Marlins,2015-04-05,28.31999969482422,20.639999389648437,17.329999923706055,24.479999542236328,24.67
Atlanta Braves,2015-04-05,19.239999771118164,5.940000057220459,0.20999999344348907,12.589999914169312,11.02
Washington Nationals,2015-04-05,14.640000343322754,4.119999885559082,-4.440000057220459,9.380000114440918,7.36
New York Mets,2015-04-05,11.3100004196167,4.300000190734863,-6.659999847412109,7.805000305175781,5.57
New York Yankees,2015-04-05,11.289999961853027,4.119999885559082,-6.75,7.704999923706055,5.46
Philadelphia Phillies,2015-04-05,15.34000015258789,4.409999847412109,-6.170000076293945,9.875,7.76
Baltimore Orioles,2015-04-05,13.430000305175781,5.320000171661377,-6.449999809265137,9.375000238418579,7.22
Boston Red Sox,2015-04-05,10.829999923706055,-0.7699999809265137,-5.730000019073486,5.0299999713897705,2.79
Minnesota Twins,2015-04-06,10.850000381469727,1.4700000286102295,-2.7200000286102295,6.160000205039978,4.23
Seattle Mariners,2015-04-06,15.819999694824219,3.5199999809265137,1.7200000286102295,9.669999837875366,8.21
San Francisco Giants,2015-04-06,12.520000457763672,8.90999984741211,5.829999923706055,10.71500015258789,9.73
Oakland Athletics,2015-04-06,13.84000015258789,8.119999885559082,5.010000228881836,10.980000019073486,9.88
Los Angeles Dodgers,2015-04-06,22.760000228881836,12.279999732971191,8.609999656677246,17.519999980926514,16.79
San Diego Padres,2015-04-06,19.3799991607666,14.609999656677246,9.970000267028809,16.994999408721924,16.41
Los Angeles Angels of Anaheim,2015-04-06,21.530000686645508,12.739999771118164,8.970000267028809,17.135000228881836,16.44
Houston Astros,2015-04-06,22.34000015258789,16.899999618530273,17.8799991607666,19.619999885559082,19.98
Texas Rangers,2015-04-06,18.040000915527344,10.710000038146973,12.350000381469727,14.375000476837158,14.16
Arizona Diamondbacks,2015-04-06,30.489999771118164,15.5,-6.840000152587891,22.994999885559082,21.69
Colorado Rockies,2015-04-06,24.25,1.7300000190734863,-9.149999618530273,12.990000009536743,10.88
Kansas City Royals,2015-04-06,18.40999984741211,6.679999828338623,5.25,12.544999837875366,11.46
St. Louis Cardinals,2015-04-06,18.850000381469727,6.03000020980835,0.949999988079071,12.440000295639038,10.93
Milwaukee Brewers,2015-04-06,10.789999961853027,-0.23999999463558197,-0.6100000143051147,5.274999983608723,3.58
Chicago White Sox,2015-04-06,19.079999923706055,5.630000114440918,-5,12.355000019073486,10.42
Chicago Cubs,2015-04-06,18.770000457763672,4.539999961853027,-3.569999933242798,11.65500020980835,9.78
Cleveland Indians,2015-04-06,16.510000228881836,3.569999933242798,-1.399999976158142,10.040000081062317,8.28
Pittsburgh Pirates,2015-04-06,17.520000457763672,3.0399999618530273,-5.550000190734863,10.28000020980835,8.21
Detroit Tigers,2015-04-06,13.789999961853027,0.15000000596046448,-0.23000000417232513,6.969999983906746,5.3
Cincinnati Reds,2015-04-06,17.8799991607666,3.690000057220459,-1.659999966621399,10.78499960899353,9.02
Tampa Bay Rays,2015-04-06,29.90999984741211,21.170000076293945,18.440000534057617,25.539999961853027,25.84
Miami Marlins,2015-04-06,28.15999984741211,21.81999969482422,17.75,24.989999771118164,25.22
Atlanta Braves,2015-04-06,20.1200008392334,9.949999809265137,-0.49000000953674316,15.035000324249268,13.5
Washington Nationals,2015-04-06,19.65999984741211,5.900000095367432,-3.930000066757202,12.77999997138977,10.93
New York Mets,2015-04-06,15.90999984741211,4.179999828338623,-1.440000057220459,10.044999837875366,8.28
New York Yankees,2015-04-06,15.819999694824219,4.480000019073486,-1.5499999523162842,10.149999856948853,8.38
Philadelphia Phillies,2015-04-06,17.34000015258789,3.569999933242798,-3.240000009536743,10.455000042915344,8.56
Baltimore Orioles,2015-04-06,18.739999771118164,5.610000133514404,-3.4700000286102295,12.174999952316284,10.32
Boston Red Sox,2015-04-06,9.65999984741211,0.8799999952316284,-4.420000076293945,5.269999921321869,3.16
Minnesota Twins,2015-04-07,5.46999979019165,2.700000047683716,0.5299999713897705,4.084999918937683,4.08
Seattle Mariners,2015-04-07,13.930000305175781,7.739999771118164,2.759999990463257,10.835000038146973,9.48
San Francisco Giants,2015-04-07,14.399999618530273,8.140000343322754,5.929999828338623,11.269999980926514,10.28
Oakland Athletics,2015-04-07,16.329999923706055,6.800000190734863,4.630000114440918,11.565000057220459,10.42
Los Angeles Dodgers,2015-04-07,19.899999618530273,10.1899995803833,4.110000133514404,15.044999599456787,13.86
San Diego Padres,2015-04-07,18.469999313354492,13.850000381469727,5.75,16.15999984741211,15.15
Los Angeles Angels of Anaheim,2015-04-07,19.760000228881836,10.510000228881836,3.569999933242798,15.135000228881836,13.91
Houston Astros,2015-04-07,27.059999465942383,20.280000686645508,19.639999389648437,23.670000076293945,24.14
Texas Rangers,2015-04-07,28.360000610351563,18.299999237060547,17.780000686645508,23.329999923706055,23.57
Arizona Diamondbacks,2015-04-07,29.139999389648437,13.800000190734863,-8.880000114440918,21.46999979019165,19.99
Colorado Rockies,2015-04-07,23.290000915527344,4.079999923706055,-5.059999942779541,13.6850004196167,11.81
Kansas City Royals,2015-04-07,17.360000610351562,10.40999984741211,13.390000343322754,13.885000228881836,13.86
St. Louis Cardinals,2015-04-07,18.09000015258789,12.789999961853027,11.930000305175781,15.440000057220459,15.12
Milwaukee Brewers,2015-04-07,10.180000305175781,1.0399999618530273,0.3199999928474426,5.610000133514404,4.03
Chicago White Sox,2015-04-07,15.430000305175781,4.710000038146973,1.9500000476837158,10.070000171661377,8.63
Chicago Cubs,2015-04-07,14.229999542236328,4.190000057220459,2.2899999618530273,9.209999799728394,7.81
Cleveland Indians,2015-04-07,14.770000457763672,4.619999885559082,4.349999904632568,9.695000171661377,8.54
Pittsburgh Pirates,2015-04-07,20.520000457763672,5.059999942779541,4.179999828338623,12.790000200271606,11.59
Detroit Tigers,2015-04-07,14.789999961853027,2.2799999713897705,2.9100000858306885,8.534999966621399,7.22
Cincinnati Reds,2015-04-07,20.31999969482422,9.789999961853027,9.859999656677246,15.054999828338623,14.48
Tampa Bay Rays,2015-04-07,30.139999389648438,21.68000030517578,19.239999771118164,25.90999984741211,27.06
Miami Marlins,2015-04-07,28.479999542236328,23.729999542236328,18.979999542236328,26.104999542236328,27.24
Atlanta Braves,2015-04-07,21.25,12.800000190734863,14.420000076293945,17.02500009536743,17
Washington Nationals,2015-04-07,24.899999618530273,10.319999694824219,6.440000057220459,17.609999656677246,16.68
New York Mets,2015-04-07,16.170000076293945,6.940000057220459,3.5399999618530273,11.555000066757202,10.29
New York Yankees,2015-04-07,16.860000610351563,6.75,3.369999885559082,11.805000305175781,10.52
Philadelphia Phillies,2015-04-07,23.25,7.570000171661377,4.070000171661377,15.410000085830688,14.23
Baltimore Orioles,2015-04-07,24.209999084472656,10.470000267028809,5.070000171661377,17.339999675750732,16.29
Boston Red Sox,2015-04-07,8.420000076293945,3.240000009536743,0.07000000029802322,5.830000042915344,4.21
Minnesota Twins,2015-04-08,5.71999979019165,2.430000066757202,-2.119999885559082,4.074999928474426,4.07
Seattle Mariners,2015-04-08,14.279999732971191,7.320000171661377,4.409999847412109,10.799999952316284,9.63
San Francisco Giants,2015-04-08,12.760000228881836,9.800000190734863,7.03000020980835,11.28000020980835,10.43
Oakland Athletics,2015-04-08,14.8100004196167,8.859999656677246,6.099999904632568,11.835000038146973,10.85
Los Angeles Dodgers,2015-04-08,19.65999984741211,9.329999923706055,7.230000019073486,14.494999885559082,13.62
San Diego Padres,2015-04-08,18.90999984741211,13.550000190734863,6.119999885559082,16.230000019073486,15.25
Los Angeles Angels of Anaheim,2015-04-08,19.8799991607666,9.609999656677246,6.53000020980835,14.744999408721924,13.79
Houston Astros,2015-04-08,29.440000534057617,22.049999237060547,19.93000030517578,25.744999885559082,26.94
Texas Rangers,2015-04-08,27.68000030517578,19.559999465942383,18.06999969482422,23.619999885559082,23.9
Arizona Diamondbacks,2015-04-08,27.90999984741211,13.869999885559082,-7.730000019073486,20.889999866485596,19.4
Colorado Rockies,2015-04-08,18.760000228881836,5.610000133514404,2.359999895095825,12.18500018119812,10.8
Kansas City Royals,2015-04-08,29.200000762939453,11.6899995803833,14.470000267028809,20.445000171661377,20.34
St. Louis Cardinals,2015-04-08,21.690000534057617,16.709999084472656,16.139999389648438,19.199999809265137,19.33
Milwaukee Brewers,2015-04-08,6.980000019073486,2.8399999141693115,0.7699999809265137,4.909999966621399,3.41
Chicago White Sox,2015-04-08,8.300000190734863,5.21999979019165,4.949999809265137,6.759999990463257,5.8
Chicago Cubs,2015-04-08,6.820000171661377,4.820000171661377,4.659999847412109,5.820000171661377,4.87
Cleveland Indians,2015-04-08,8.930000305175781,4.860000133514404,4.989999771118164,6.895000219345093,5.93
Pittsburgh Pirates,2015-04-08,18.209999084472656,11.8100004196167,11.720000267028809,15.009999752044678,14.68
Detroit Tigers,2015-04-08,9.979999542236328,3.240000009536743,2,6.609999775886536,5.23
Cincinnati Reds,2015-04-08,19.299999237060547,11.640000343322754,14.260000228881836,15.46999979019165,15.49
Tampa Bay Rays,2015-04-08,30.59000015258789,22.190000534057617,19.549999237060547,26.390000343322754,27.66
Miami Marlins,2015-04-08,28.6200008392334,23.920000076293945,18.84000015258789,26.270000457763672,27.39
Atlanta Braves,2015-04-08,26.549999237060547,15.050000190734863,15.390000343322754,20.799999713897705,20.8
Washington Nationals,2015-04-08,22.1200008392334,8.279999732971191,11.890000343322754,15.200000286102295,14.88
New York Mets,2015-04-08,11.720000267028809,5.110000133514404,3.9700000286102295,8.415000200271606,7.24
New York Yankees,2015-04-08,11.9399995803833,5.619999885559082,4.050000190734863,8.779999732971191,7.6
Philadelphia Phillies,2015-04-08,21.229999542236328,6.75,7.949999809265137,13.989999771118164,13.2
Baltimore Orioles,2015-04-08,19.6299991607666,7.190000057220459,10.270000457763672,13.40999960899353,12.93
Boston Red Sox,2015-04-08,5.829999923706055,1.3700000047683716,0.7200000286102295,3.599999964237213,3.6
Minnesota Twins,2015-04-09,8.510000228881836,2.7699999809265137,2.049999952316284,5.640000104904175,4.29
Seattle Mariners,2015-04-09,16.729999542236328,6.360000133514404,4.619999885559082,11.544999837875366,10.39
San Francisco Giants,2015-04-09,14.789999961853027,9.149999618530273,7.019999980926514,11.96999979019165,11.1
Oakland Athletics,2015-04-09,16.739999771118164,7.690000057220459,5.909999847412109,12.214999914169312,11.21
Los Angeles Dodgers,2015-04-09,21.8799991607666,8.760000228881836,3.740000009536743,15.319999694824219,14.12
San Diego Padres,2015-04-09,18.979999542236328,12.319999694824219,5.980000019073486,15.649999618530273,14.65
Los Angeles Angels of Anaheim,2015-04-09,21.780000686645508,9.220000267028809,5.039999961853027,15.500000476837158,14.41
Houston Astros,2015-04-09,28.459999084472656,22.469999313354492,20.329999923706055,25.464999198913574,25.98
Texas Rangers,2015-04-09,24.510000228881836,19.420000076293945,18.239999771118164,21.96500015258789,22.29
Arizona Diamondbacks,2015-04-09,24.84000015258789,12.369999885559082,-5.150000095367432,18.605000019073486,17.03
Colorado Rockies,2015-04-09,16.8700008392334,2.450000047683716,0.9700000286102295,9.660000443458557,8.12
Kansas City Royals,2015-04-09,25.1299991607666,12.170000076293945,15.380000114440918,18.649999618530273,18.7
St. Louis Cardinals,2015-04-09,24.350000381469727,17.559999465942383,17.3799991607666,20.954999923706055,21.2
Milwaukee Brewers,2015-04-09,4.929999828338623,2.7100000381469727,1.600000023841858,3.819999933242798,3.82
Chicago White Sox,2015-04-09,11.069999694824219,5.789999961853027,5.150000095367432,8.429999828338623,7.42
Chicago Cubs,2015-04-09,9.760000228881836,5.230000019073486,5.210000038146973,7.495000123977661,6.53
Cleveland Indians,2015-04-09,15.65999984741211,4.46999979019165,6.260000228881836,10.06499981880188,9.15
Pittsburgh Pirates,2015-04-09,21.43000030517578,12.079999923706055,11.899999618530273,16.755000114440918,16.4
Detroit Tigers,2015-04-09,7.349999904632568,3.1700000762939453,3.2100000381469727,5.259999990463257,4.11
Cincinnati Reds,2015-04-09,21.93000030517578,12.949999809265137,14.739999771118164,17.44000005722046,17.44
Tampa Bay Rays,2015-04-09,30.68000030517578,21.479999542236328,19.100000381469727,26.079999923706055,27.23
Miami Marlins,2015-04-09,28.049999237060547,24.040000915527344,19,26.045000076293945,27.17
Atlanta Braves,2015-04-09,30.219999313354492,16.56999969482422,14.65999984741211,23.394999504089355,23.31
Washington Nationals,2015-04-09,9.170000076293945,6.559999942779541,5.760000228881836,7.865000009536743,6.97
New York Mets,2015-04-09,7.360000133514404,3.059999942779541,-0.5,5.210000038146973,3.54
New York Yankees,2015-04-09,7.03000020980835,3.359999895095825,-0.550000011920929,5.195000052452087,3.51
Philadelphia Phillies,2015-04-09,6.860000133514404,4.150000095367432,2.5799999237060547,5.505000114440918,4.24
Baltimore Orioles,2015-04-09,8.09000015258789,5.46999979019165,4.230000019073486,6.7799999713897705,5.7
Boston Red Sox,2015-04-09,5.5,1.0399999618530273,-1.350000023841858,3.2699999809265137,3.27
Minnesota Twins,2015-04-10,4.380000114440918,-0.5299999713897705,0.5600000023841858,1.9250000715255737,1.93
Seattle Mariners,2015-04-10,17.510000228881836,6.460000038146973,4.710000038146973,11.985000133514404,10.84
San Francisco Giants,2015-04-10,17.299999237060547,9.130000114440918,6.550000190734863,13.214999675750732,12.27
